Date,Promotion,Event Name,Location 1,Location 2
Jan 22nd 2013,WWE,Smackdown! Taping,Sacramento,California
Jan 22nd 2013,WWE,Main Event Taping,Sacramento,California
Jan 22nd 2013,WWE,Saturday Morning Slam Taping,Sacramento,California
Jan 22nd 2013,WWE,Superstars Taping #2,Sacramento,California
Jan 21st 2013,WWE,Monday Night Raw,San Jose,California
Jan 21st 2013,WWE,Superstars Taping #1,San Jose,California
Jan 20th 2013,WWE,WWE Live (Raw),Fresno,California
Jan 19th 2013,WWE,WWE Live (Raw),Ontario,California
Jan 19th 2013,WWE,WWE Live (Smackdown),Stockton,California
Jan 18th 2013,WWE,WWE Live - Smackdown World Tour,Fairbanks,Alaska
Jan 18th 2013,WWE,WWE Live (Raw),Los Angeles,California
Jan 17th 2013,WWE,WWE Live - Smackdown World Tour,Anchorage,Alaska
Jan 15th 2013,WWE,Smackdown! Taping,San Antonio,Texas
Jan 15th 2013,WWE,Main Event Taping,San Antonio,Texas
Jan 15th 2013,WWE,Saturday Morning Slam Taping,San Antonio,Texas
Jan 14th 2013,WWE,Monday Night Raw,Houston,Texas
Jan 14th 2013,WWE,Superstars Taping,Houston,Texas
Jan 13th 2013,WWE,WWE Live (Raw),Corpus Christi,Texas
Jan 13th 2013,WWE,WWE Live (Smackdown),Tyler,Texas
Jan 12th 2013,WWE,WWE Live (Raw),Laredo,Texas
Jan 12th 2013,WWE,WWE Live (Smackdown),Alexandria,Louisiana
Jan 11th 2013,WWE,WWE Live (Raw),Austin,Texas
Jan 8th 2013,WWE,Smackdown! Taping,Miami,Florida
Jan 8th 2013,WWE,Saturday Morning Slam Taping,Miami,Florida
Jan 8th 2013,WWE,Main Event Taping,Miami,Florida
Jan 7th 2013,WWE,Monday Night Raw,Tampa,Florida
Jan 7th 2013,WWE,Superstars Taping,Tampa,Florida
Jan 6th 2013,WWE,WWE Live (Raw),Tallahassee,Florida
Jan 5th 2013,WWE,WWE Live (Raw),Columbus,Georgia
Jan 5th 2013,WWE,WWE Live (Smackdown),San Juan,Puerto Rico
Jan 4th 2013,WWE,WWE Live (Raw),Pensacola,Florida
Jan 4th 2013,WWE,WWE Live (Smackdown),Mayaguez,Mayaguez
Dec 30th 2012,WWE,WWE Live - Holiday Tour (Raw),Raleigh,North Carolina
Dec 30th 2012,WWE,Smackdown! Taping,Richmond,Virginia
Dec 30th 2012,WWE,Main Event Taping #14,Richmond,Virginia
Dec 30th 2012,WWE,Saturday Morning Slam Taping,Richmond,Virginia
Dec 29th 2012,WWE,Monday Night Raw Taping,Washington,DC
Dec 29th 2012,WWE,Superstars Taping,Washington,DC
Dec 28th 2012,WWE,WWE Live - Holiday Tour (Smackdown),Minneapolis,Minnesota
Dec 28th 2012,WWE,WWE Live - Holiday Tour (Raw),Uniondale,New York
Dec 27th 2012,WWE,WWE Live - Holiday Tour (Smackdown),Green Bay,Wisconsin
Dec 27th 2012,WWE,MSG Show (Dec. '12) - Holiday Tour (Raw),New York,New York
Dec 26th 2012,WWE,WWE Live - Holiday Tour (Smackdown),Chicago,Illinois
Dec 26th 2012,WWE,WWE Live - Holiday Tour (Raw),Detroit,Michigan
Dec 19th 2012,WWE,Smackdown! Taping,Rochester,New York
Dec 19th 2012,WWE,Main Event Taping #13,Rochester,New York
Dec 18th 2012,WWE,Monday Night Raw Taping,Pittsburgh,Pennsylvania
Dec 18th 2012,WWE,Smackdown!,Pittsburgh,Pennsylvania
Dec 17th 2012,WWE,Monday Night Raw,Philadelphia,Pennsylvania
Dec 17th 2012,WWE,Main Event Taping #12,Philadelphia,Pennsylvania
Dec 16th 2012,WWE,"TLC: Tables, Ladders and Chairs '12",Brooklyn,New York
Dec 15th 2012,WWE,WWE Live - Holiday Tour,Wilkes-Barre,Pennsylvania
Dec 11th 2012,WWE,Smackdown! Taping,Bridgeport,Connecticut
Dec 11th 2012,WWE,Main Event Taping #11,Bridgeport,Connecticut
Dec 10th 2012,WWE,Monday Night Raw,Newark,New Jersey
Dec 10th 2012,WWE,Superstars Taping,Newark,New Jersey
Dec 9th 2012,WWE,Tribute to the Troops '12 Taping,Norfolk,Virginia
Dec 4th 2012,WWE,Smackdown! Taping,North Charleston,South Carolina
Dec 4th 2012,WWE,Saturday Morning Slam Taping,North Charleston,South Carolina
Dec 4th 2012,WWE,Main Event Taping #10,North Charleston,South Carolina
Dec 3rd 2012,WWE,Monday Night Raw,Greensboro,North Carolina
Dec 3rd 2012,WWE,Superstars Taping,Greensboro,North Carolina
Dec 2nd 2012,WWE,WWE Live (Raw),Florence,South Carolina
Dec 2nd 2012,WWE,WWE Live (Smackdown),Anderson,South Carolina
Dec 1st 2012,WWE,WWE Live (Smackdown),Columbia,South Carolina
Dec 1st 2012,WWE,WWE Live (Raw),Roanoke,Virginia
Nov 30th 2012,WWE,WWE Live (Raw),Asheville,North Carolina
Nov 27th 2012,WWE,Smackdown! Taping,Bossier City,Louisiana
Nov 27th 2012,WWE,Saturday Morning Slam Taping #20,Bossier City,Louisiana
Nov 27th 2012,WWE,Main Event Taping #9,Bossier City,Louisiana
Nov 26th 2012,WWE,Monday Night Raw,Lafayette,Louisiana
Nov 26th 2012,WWE,Superstars Taping,Lafayette,Louisiana
Nov 20th 2012,WWE,Smackdown! Taping,Grand Rapids,Michigan
Nov 20th 2012,WWE,Saturday Morning Slam Taping #16,Grand Rapids,Michigan
Nov 20th 2012,WWE,Main Event Taping #8,Grand Rapids,Michigan
Nov 19th 2012,WWE,Monday Night Raw,Dayton,Ohio
Nov 19th 2012,WWE,Superstars Taping,Dayton,Ohio
Nov 18th 2012,WWE,Survivor Series '12,Indianapolis,Indiana
Nov 13th 2012,WWE,Smackdown! Taping,Cleveland,Ohio
Nov 13th 2012,WWE,Saturday Morning Slam Taping #17,Cleveland,Ohio
Nov 13th 2012,WWE,Main Event Taping #7,Cleveland,Ohio
Nov 12th 2012,WWE,Monday Night Raw,Columbus,Ohio
Nov 12th 2012,WWE,Superstars Taping,Columbus,Ohio
Nov 10th 2012,WWE,WWE Live - Raw World Tour,Minehead,England
Nov 10th 2012,WWE,WWE Live - Smackdown World Tour,Lisbon,Lisbon
Nov 9th 2012,WWE,WWE Live - Raw World Tour,Cardiff,Wales
Nov 9th 2012,WWE,WWE Live - Smackdown World Tour,Malaga,Andalusia
Nov 8th 2012,WWE,WWE Live - Raw World Tour,Dublin,Leinster
Nov 8th 2012,WWE,WWE Live - Smackdown World Tour,Zurich,Canton of Zurich
Nov 7th 2012,WWE,WWE Live - Raw World Tour,Belfast,Northern Ireland
Nov 7th 2012,WWE,WWE Live - Smackdown World Tour,Brüssel,Brussels-Capital Region
Nov 6th 2012,WWE,WWE Live - Raw World Tour,Glasgow,Scotland
Nov 6th 2012,WWE,Smackdown! Taping,Birmingham,England
Nov 6th 2012,WWE,Main Event Taping #6,Birmingham,England
Nov 6th 2012,WWE,Saturday Morning Slam Taping #15,Birmingham,England
Nov 5th 2012,WWE,Monday Night Raw Taping,Birmingham,England
Nov 5th 2012,WWE,Superstars Taping,Birmingham,England
Nov 4th 2012,WWE,WWE Live - Raw World Tour,Nottingham,England
Nov 4th 2012,WWE,WWE Live - Smackdown World Tour,London,England
Nov 3rd 2012,WWE,WWE Live - Raw World Tour,Manchester,England
Nov 3rd 2012,WWE,WWE Live - Smackdown World Tour,Leipzig,Sachsen-Anhalt
Nov 2nd 2012,WWE,WWE Live - Smackdown World Tour,Hamburg,Lower Saxony
Nov 2nd 2012,WWE,WWE Live - Raw World Tour,Newcastle-upon-Tyne,England
Nov 1st 2012,WWE,WWE Live - Smackdown World Tour,Lyon,Rhone-Alpes
Nov 1st 2012,WWE,WWE Live - Raw World Tour,Nantes,Loire
Oct 31st 2012,WWE,WWE Live - Raw World Tour,Strasbourg,Alsace
Oct 30th 2012,WWE,Smackdown! Taping,Fayetteville,North Carolina
Oct 30th 2012,WWE,Saturday Morning Slam Taping #14,Fayetteville,North Carolina
Oct 30th 2012,WWE,Main Event Taping #5,Fayetteville,North Carolina
Oct 29th 2012,WWE,Monday Night Raw,Charlotte,North Carolina
Oct 29th 2012,WWE,Superstars Taping #1,Charlotte,North Carolina
Oct 28th 2012,WWE,Hell in a Cell '12,Atlanta,Georgia
Oct 23rd 2012,WWE,Smackdown! Taping,Providence,Rhode Island
Oct 23rd 2012,WWE,Saturday Morning Slam Taping #13,Providence,Rhode Island
Oct 23rd 2012,WWE,Main Event Taping #4,Providence,Rhode Island
Oct 22nd 2012,WWE,Monday Night Raw,East Rutherford,New Jersey
Oct 22nd 2012,WWE,Superstars Taping,East Rutherford,New Jersey
Oct 21st 2012,WWE,WWE Live (Raw),Hartford,Connecticut
Oct 20th 2012,WWE,WWE Live (Raw),Reading,Pennsylvania
Oct 20th 2012,WWE,WWE Live - Smackdown World Tour,Cairo,Cairo
Oct 19th 2012,WWE,WWE Live (Raw),Trenton,New Jersey
Oct 19th 2012,WWE,WWE Live - Smackdown World Tour,Cairo,Cairo
Oct 18th 2012,WWE,WWE Live - Smackdown World Tour,Cairo,Cairo
Oct 16th 2012,WWE,Smackdown! Taping,Memphis,Tennessee
Oct 16th 2012,WWE,Saturday Morning Slam Taping #12,Memphis,Tennessee
Oct 16th 2012,WWE,Main Event Taping #3,Memphis,Tennessee
Oct 15th 2012,WWE,Monday Night Raw,Nashville,Tennessee
Oct 15th 2012,WWE,Superstars Taping,Nashville,Tennessee
Oct 14th 2012,WWE,WWE Live,Knoxville,Tennessee
Oct 13th 2012,WWE,WWE Live,Jackson,Tennessee
Oct 12th 2012,WWE,WWE Live,Jonesboro,Arkansas
Oct 9th 2012,WWE,Smackdown! Taping,San Jose,California
Oct 9th 2012,WWE,Saturday Morning Slam Taping #11 Part 2,San Jose,California
Oct 9th 2012,WWE,Main Event Taping #2,San Jose,California
Oct 9th 2012,WWE,Superstars Taping,San Jose,California
Oct 8th 2012,WWE,Monday Night Raw,Sacramento,California
Oct 7th 2012,WWE,WWE Live (Raw),Spokane,Washington
Oct 7th 2012,WWE,WWE Live (Smackdown),Reno,Nevada
Oct 6th 2012,WWE,WWE Live (Raw),Yakima,Washington
Oct 6th 2012,WWE,WWE Live (Smackdown),Anaheim,California
Oct 5th 2012,WWE,WWE Live (Raw),Everett,Washington
Oct 2nd 2012,WWE,Smackdown! Taping,Tulsa,Oklahoma
Oct 2nd 2012,WWE,Saturday Morning Slam Taping #10,Tulsa,Oklahoma
Oct 2nd 2012,WWE,Main Event Taping #1,Tulsa,Oklahoma
Oct 2nd 2012,WWE,Superstars Taping #2,Tulsa,Oklahoma
Oct 1st 2012,WWE,Monday Night Raw,Oklahoma City,Oklahoma
Oct 1st 2012,WWE,Superstars Taping #1,Oklahoma City,Oklahoma
Sep 30th 2012,WWE,WWE Live (Raw),Wichita,Kansas
Sep 30th 2012,WWE,WWE Live (Smackdown),Wichita Falls,Texas
Sep 29th 2012,WWE,WWE Live (Raw),Topeka,Kansas
Sep 29th 2012,WWE,WWE Live (Smackdown),Abilene,Texas
Sep 28th 2012,WWE,WWE Live (Raw),St. Joseph,Missouri
Sep 25th 2012,WWE,Saturday Morning Slam Taping #11 Part 1,Buffalo,New York
Sep 25th 2012,WWE,Saturday Morning Slam Taping #9 Part 2,Buffalo,New York
Sep 25th 2012,WWE,Smackdown! Taping,Buffalo,New York
Sep 25th 2012,WWE,Superstars Taping #2,Buffalo,New York
Sep 25th 2012,WWE,Saturday Morning Slam Taping #8 Part 2,Buffalo,New York
Sep 24th 2012,WWE,Monday Night Raw,Albany,New York
Sep 24th 2012,WWE,Superstars Taping #1,Albany,New York
Sep 23rd 2012,WWE,WWE Live (Raw),Worcester,Massachusetts
Sep 23rd 2012,WWE,WWE Live (Smackdown),London,Ontario
Sep 22nd 2012,WWE,WWE Live (Raw),White Plains,New York
Sep 22nd 2012,WWE,WWE Live (Smackdown),Sarnia,Ontario
Sep 21st 2012,WWE,WWE Live (Raw),State College,Pennsylvania
Sep 18th 2012,WWE,Saturday Morning Slam Taping #9 Part 1,Philadelphia,Pennsylvania
Sep 18th 2012,WWE,Smackdown! Taping,Philadelphia,Pennsylvania
Sep 18th 2012,WWE,Superstars Taping #2,Philadelphia,Pennsylvania
Sep 18th 2012,WWE,Saturday Morning Slam Taping #8 Part 1,Philadelphia,Pennsylvania
Sep 17th 2012,WWE,Monday Night Raw,Bridgeport,Connecticut
Sep 17th 2012,WWE,Superstars Taping #1,Bridgeport,Connecticut
Sep 16th 2012,WWE,Night of Champions '12,Boston,Massachusetts
Sep 15th 2012,WWE,WWE Live,Portland,Maine
Sep 11th 2012,WWE,Smackdown! Taping,Ottawa,Ontario
Sep 11th 2012,WWE,Saturday Morning Slam Taping #7,Ottawa,Ontario
Sep 11th 2012,WWE,Superstars Taping #2,Ottawa,Ontario
Sep 10th 2012,WWE,Monday Night Raw,Montreal,Quebec
Sep 10th 2012,WWE,Superstars Taping #1,Montreal,Quebec
Sep 9th 2012,WWE,WWE Live (Smackdown),Kingston,Ontario
Sep 8th 2012,WWE,WWE Live (Smackdown),Hamilton,Ontario
Sep 4th 2012,WWE,Saturday Morning Slam Taping #6,Moline,Illinois
Sep 4th 2012,WWE,Saturday Morning Slam Taping #5,Moline,Illinois
Sep 4th 2012,WWE,Smackdown! Taping,Moline,Illinois
Sep 4th 2012,WWE,Saturday Morning Slam Taping #4,Moline,Illinois
Sep 4th 2012,WWE,Superstars Taping #2,Moline,Illinois
Sep 3rd 2012,WWE,Monday Night Raw,Chicago,Illinois
Sep 3rd 2012,WWE,Superstars Taping #1,Chicago,Illinois
Sep 2nd 2012,WWE,WWE Live (Smackdown),Madison,Wisconsin
Sep 1st 2012,WWE,WWE Live (Smackdown),Des Moines,Iowa
Sep 1st 2012,WWE,WWE Live - Raw World Tour,Melbourne,Victoria
Aug 31st 2012,WWE,WWE Live - Raw World Tour,Sydney,New South Wales
Aug 30th 2012,WWE,WWE Live - Raw World Tour,Brisbane,Queensland
Aug 28th 2012,WWE,Smackdown! Taping,Green Bay,Wisconsin
Aug 28th 2012,WWE,Saturday Morning Slam Taping #3,Green Bay,Wisconsin
Aug 28th 2012,WWE,Superstars Taping #2,Green Bay,Wisconsin
Aug 27th 2012,WWE,Monday Night Raw,Milwaukee,Wisconsin
Aug 27th 2012,WWE,Superstars Taping #1,Milwaukee,Wisconsin
Aug 26th 2012,WWE,WWE Live (Smackdown),Rochester,Minnesota
Aug 26th 2012,WWE,WWE Live (Raw),Rockford,Illinois
Aug 25th 2012,WWE,WWE Live (Smackdown),Sioux Falls,South Dakota
Aug 25th 2012,WWE,WWE Live (Raw),Peoria,Illinois
Aug 24th 2012,WWE,WWE Live (Raw),Cape Girardeau,Missouri
Aug 21st 2012,WWE,Smackdown! Taping,Bakersfield,California
Aug 21st 2012,WWE,Saturday Morning Slam Taping #2,Bakersfield,California
Aug 21st 2012,WWE,Superstars Taping #2,Bakersfield,California
Aug 20th 2012,WWE,Monday Night Raw,Fresno,California
Aug 20th 2012,WWE,Superstars Taping #1,Fresno,California
Aug 19th 2012,WWE,SummerSlam '12,Los Angeles,California
Aug 14th 2012,WWE,Saturday Morning Slam Taping #1,Austin,Texas
Aug 14th 2012,WWE,Smackdown! Taping,Austin,Texas
Aug 14th 2012,WWE,Superstars Taping #2,Austin,Texas
Aug 13th 2012,WWE,Monday Night Raw,Dallas,Texas
Aug 13th 2012,WWE,Superstars Taping #1,Dallas,Texas
Aug 12th 2012,WWE,WWE Live,Texarkana,Arkansas
Aug 12th 2012,WWE,WWE Live - Smackdown World Tour,Taipei,Taiwan
Aug 11th 2012,WWE,WWE Live (Raw),Biloxi,Mississippi
Aug 11th 2012,WWE,WWE Live - Smackdown World Tour,Shanghai,Shanghai
Aug 10th 2012,WWE,WWE Live (Raw),Tupelo,Mississippi
Aug 10th 2012,WWE,WWE Live - Smackdown World Tour,Tokyo,Tokyo
Aug 9th 2012,WWE,WWE Live - Smackdown World Tour,Tokyo,Tokyo
Aug 7th 2012,WWE,Smackdown! Taping,Houston,Texas
Aug 7th 2012,WWE,Superstars Taping #2,Houston,Texas
Aug 6th 2012,WWE,Monday Night Raw,San Antonio,Texas
Aug 6th 2012,WWE,Superstars Taping #1,San Antonio,Texas
Aug 5th 2012,WWE,WWE Live (Raw),Dothan,Alabama
Aug 4th 2012,WWE,WWE Live (Raw),Albany,Georgia
Aug 3rd 2012,WWE,WWE Live (Raw),Jacksonville,Florida
Jul 31st 2012,WWE,Smackdown! Taping,Indianapolis,Indiana
Jul 31st 2012,WWE,Superstars Taping #173,Indianapolis,Indiana
Jul 30th 2012,WWE,Monday Night Raw #1001,Cincinnati,Ohio
Jul 29th 2012,WWE,WWE Live (Raw),Louisville,Kentucky
Jul 29th 2012,WWE,WWE Live (Smackdown),Pikeville,Kentucky
Jul 28th 2012,WWE,WWE Live (Smackdown),Johnson City,Tennessee
Jul 28th 2012,WWE,WWE Live (Raw),Lexington,Kentucky
Jul 27th 2012,WWE,WWE Live (Raw),Charleston,West Virginia
Jul 24th 2012,WWE,Smackdown! Taping,Kansas City,Missouri
Jul 24th 2012,WWE,Superstars Taping #2,Kansas City,Missouri
Jul 23rd 2012,WWE,Monday Night Raw: 1000th Episode,St. Louis,Missouri
Jul 23rd 2012,WWE,Superstars Taping #1,St. Louis,Missouri
Jul 22nd 2012,WWE,WWE Live (Raw),Springfield,Missouri
Jul 22nd 2012,WWE,WWE Live (Smackdown),Omaha,Nebraska
Jul 21st 2012,WWE,WWE Live (Smackdown),Sioux City,Iowa
Jul 21st 2012,WWE,WWE Live (Raw),Little Rock,Arkansas
Jul 20th 2012,WWE,WWE Live (Raw),Jackson,Mississippi
Jul 17th 2012,WWE,Smackdown! Taping,San Diego,California
Jul 17th 2012,WWE,Superstars Taping #2,San Diego,California
Jul 16th 2012,WWE,Monday Night Raw,Las Vegas,Nevada
Jul 16th 2012,WWE,Superstars Taping #1,Las Vegas,Nevada
Jul 15th 2012,WWE,Money in the Bank '12,Phoenix,Arizona
Jul 14th 2012,WWE,WWE Live,Tucson,Arizona
Jul 9th 2012,WWE,Smackdown! Taping,Denver,Colorado
Jul 9th 2012,WWE,Monday Night Raw,Denver,Colorado
Jul 9th 2012,WWE,Superstars Taping,Denver,Colorado
Jul 8th 2012,WWE,WWE Live,Rio Rancho,New Mexico
Jul 7th 2012,WWE,WWE Live (Raw),Lubbock,Texas
Jul 7th 2012,WWE,WWE Live (Smackdown),El Paso,Texas
Jul 6th 2012,WWE,WWE Live (Raw),Amarillo,Texas
Jul 3rd 2012,WWE,Superstars Taping #2,Corpus Christi,Texas
Jul 3rd 2012,WWE,Super Smackdown Live! - The Great American Bash,Corpus Christi,Texas
Jul 2nd 2012,WWE,Monday Night Raw,Laredo,Texas
Jul 2nd 2012,WWE,Superstars Taping #1,Laredo,Texas
Jul 1st 2012,WWE,WWE Live,Hidalgo,Texas
Jun 30th 2012,WWE,WWE Live,Lafayette,Louisiana
Jun 29th 2012,WWE,WWE Live,Monroe,Louisiana
Jun 26th 2012,WWE,Smackdown! Taping,Evansville,Indiana
Jun 26th 2012,WWE,Superstars Taping #2,Evansville,Indiana
Jun 25th 2012,WWE,Monday Night Raw,Fort Wayne,Indiana
Jun 25th 2012,WWE,Superstars Taping #1,Fort Wayne,Indiana
Jun 24th 2012,WWE,WWE Live (Raw),Huntington,West Virginia
Jun 24th 2012,WWE,WWE Live (Smackdown),Bloomington,Illinois
Jun 23rd 2012,WWE,WWE Live (Smackdown),Springfield,Illinois
Jun 23rd 2012,WWE,WWE Live (Raw),Wheeling,West Virginia
Jun 22nd 2012,WWE,WWE Live (Raw),Bethlehem,Pennsylvania
Jun 19th 2012,WWE,Smackdown! Taping,Baltimore,Maryland
Jun 19th 2012,WWE,Superstars Taping #2,Baltimore,Maryland
Jun 18th 2012,WWE,Monday Night Raw,Uniondale,New York
Jun 18th 2012,WWE,Superstars Taping #1,Uniondale,New York
Jun 17th 2012,WWE,No Way Out '12,East Rutherford,New Jersey
Jun 16th 2012,WWE,WWE Live,Lowell,Massachusetts
Jun 15th 2012,WWE,WWE Live,Augusta,Maine
Jun 12th 2012,WWE,Smackdown! Taping,Manchester,New Hampshire
Jun 12th 2012,WWE,Superstars Taping #2,Manchester,New Hampshire
Jun 12th 2012,WWE,NXT Redemption Taping #66,Manchester,New Hampshire
Jun 11th 2012,WWE,Monday Night Raw,Hartford,Connecticut
Jun 11th 2012,WWE,Superstars Taping #1,Hartford,Connecticut
Jun 10th 2012,WWE,WWE Live (Smackdown),Binghamton,New York
Jun 9th 2012,WWE,WWE Live (Smackdown),Salisbury,Maryland
Jun 9th 2012,WWE,WWE Live (Raw),Barcelona,Catalonia
Jun 8th 2012,WWE,WWE Live (Raw),Valencia,Valencia
Jun 7th 2012,WWE,WWE Live (Raw),Seville,Andalusia
Jun 6th 2012,WWE,WWE Live (Raw),Madrid,Madrid
Jun 5th 2012,WWE,Smackdown! Taping,Columbia,South Carolina
Jun 5th 2012,WWE,Superstars Taping #2,Columbia,South Carolina
Jun 5th 2012,WWE,NXT Redemption Taping #65,Columbia,South Carolina
Jun 4th 2012,WWE,Monday Night Raw,Greenville,South Carolina
Jun 4th 2012,WWE,Superstars Taping #1,Greenville,South Carolina
Jun 3rd 2012,WWE,WWE Live (Smackdown),Savannah,Georgia
Jun 3rd 2012,WWE,WWE Live (Raw),Birmingham,Alabama
Jun 2nd 2012,WWE,WWE Live (Raw),Mobile,Alabama
Jun 2nd 2012,WWE,WWE Live (Smackdown),Augusta,Georgia
Jun 1st 2012,WWE,WWE Live (Raw),Alexandria,Louisiana
May 29th 2012,WWE,Smackdown! Taping,Baton Rouge,Louisiana
May 29th 2012,WWE,Superstars Taping #2,Baton Rouge,Louisiana
May 29th 2012,WWE,NXT Redemption Taping #64,Baton Rouge,Louisiana
May 28th 2012,WWE,Monday Night Raw,New Orleans,Louisiana
May 28th 2012,WWE,Superstars Taping #1,New Orleans,Louisiana
May 27th 2012,WWE,WWE Live (Smackdown),Lake Charles,Louisiana
May 26th 2012,WWE,WWE Live (Smackdown),Guadalajara,Jalisco
May 26th 2012,WWE,WWE Live (Raw),Quito,Pichincha
May 25th 2012,WWE,WWE Live (Raw),Guayaquil,Guayas
May 25th 2012,WWE,WWE Live (Smackdown),Aguascalientes,Aguascalientes
May 24th 2012,WWE,WWE Live (Smackdown),Hermosillo,Sonora
May 24th 2012,WWE,WWE Live (Raw),Sao Paulo,Sao Paulo
May 23rd 2012,WWE,WWE Live (Smackdown),Poughkeepsie,New York
May 22nd 2012,WWE,Smackdown! Taping,Wilkes-Barre,Pennsylvania
May 22nd 2012,WWE,Superstars Taping #2,Wilkes-Barre,Pennsylvania
May 22nd 2012,WWE,NXT Redemption Taping #63,Wilkes-Barre,Pennsylvania
May 21st 2012,WWE,Monday Night Raw,Richmond,Virginia
May 21st 2012,WWE,Superstars Taping #1,Richmond,Virginia
May 20th 2012,WWE,Over the Limit '12,Raleigh,North Carolina
May 19th 2012,WWE,WWE Live,Florence,South Carolina
May 15th 2012,WWE,Smackdown! Taping,Hershey,Pennsylvania
May 15th 2012,WWE,Superstars Taping #2,Hershey,Pennsylvania
May 15th 2012,WWE,NXT Redemption Taping #62,Hershey,Pennsylvania
May 14th 2012,WWE,Monday Night Raw,Pittsburgh,Pennsylvania
May 14th 2012,WWE,Superstars Taping #1,Pittsburgh,Pennsylvania
May 13th 2012,WWE,WWE Live (Raw),Rochester,New York
May 13th 2012,WWE,WWE Live (Smackdown),Youngstown,Ohio
May 12th 2012,WWE,WWE Live (Raw),Syracuse,New York
May 12th 2012,WWE,WWE Live (Smackdown),Newark,Delaware
May 11th 2012,WWE,WWE Live (Raw),Glen Falls,New York
May 8th 2012,WWE,Smackdown! Taping,Roanoke,Virginia
May 8th 2012,WWE,Superstars Taping #2,Roanoke,Virginia
May 8th 2012,WWE,NXT Redemption Taping #61,Roanoke,Virginia
May 7th 2012,WWE,Monday Night Raw,Greensboro,North Carolina
May 7th 2012,WWE,Superstars Taping #1,Greensboro,North Carolina
May 6th 2012,WWE,WWE Live (Smackdown),North Charleston,South Carolina
May 6th 2012,WWE,WWE Live (Raw),Chattanooga,Tennessee
May 5th 2012,WWE,WWE Live (Smackdown),Asheville,North Carolina
May 5th 2012,WWE,WWE Live (Raw),Knoxville,Tennessee
May 4th 2012,WWE,WWE Live (Raw),Huntsville,Alabama
May 1st 2012,WWE,Smackdown! Taping,Toledo,Ohio
May 1st 2012,WWE,Superstars Taping #2,Toledo,Ohio
May 1st 2012,WWE,NXT Redemption Taping #60,Toledo,Ohio
Apr 30th 2012,WWE,Monday Night Raw,Dayton,Ohio
Apr 30th 2012,WWE,Superstars Taping #1,Dayton,Ohio
Apr 29th 2012,WWE,Extreme Rules '12,Chicago,Illinois
Apr 24th 2012,WWE,Smackdown! Taping,Grand Rapids,Michigan
Apr 24th 2012,WWE,Superstars Taping #2,Grand Rapids,Michigan
Apr 24th 2012,WWE,NXT Redemption Taping #59,Grand Rapids,Michigan
Apr 23rd 2012,WWE,Monday Night Raw,Detroit,Michigan
Apr 23rd 2012,WWE,Superstars Taping #1,Detroit,Michigan
Apr 21st 2012,WWE,WWE Live - WrestleMania Revenge Tour (Raw),Antwerp,Antwerp
Apr 21st 2012,WWE,WWE Live - WrestleMania Revenge Tour (Smackdown),Glasgow,Scotland
Apr 20th 2012,WWE,WWE Live - WrestleMania Revenge Tour (Raw),Paris,Ile-de-France
Apr 20th 2012,WWE,WWE Live - WrestleMania Revenge Tour (Smackdown),Newcastle-upon-Tyne,England
Apr 19th 2012,WWE,WWE Live - WrestleMania Revenge Tour (Smackdown),Cardiff,Wales
Apr 19th 2012,WWE,WWE Live - WrestleMania Revenge Tour (Raw),Toulouse,Midi-Pyrenees
Apr 18th 2012,WWE,WWE Live - WrestleMania Revenge Tour (Smackdown),Sheffield,England
Apr 18th 2012,WWE,WWE Live - WrestleMania Revenge Tour (Raw),Milan,Lombardy
Apr 17th 2012,WWE,WWE Live - WrestleMania Revenge Tour (Raw),Rome,Lazio
Apr 17th 2012,WWE,Smackdown! Taping,London,England
Apr 17th 2012,WWE,Superstars Taping #2,London,England
Apr 17th 2012,WWE,NXT Redemption Taping #58,London,England
Apr 16th 2012,WWE,Monday Night Raw Taping,London,England
Apr 16th 2012,WWE,Superstars Taping #1,London,England
Apr 15th 2012,WWE,WWE Live - WrestleMania Revenge Tour (Raw),Nottingham,England
Apr 15th 2012,WWE,WWE Live - WrestleMania Revenge Tour (Smackdown),Geneva,Romandy
Apr 14th 2012,WWE,WWE Live - WrestleMania Revenge Tour (Smackdown),Manchester,England
Apr 14th 2012,WWE,WWE Live - WrestleMania Revenge Tour (Raw),Berlin,Berlin
Apr 13th 2012,WWE,WWE Live - WrestleMania Revenge Tour (Smackdown),Belfast,Northern Ireland
Apr 13th 2012,WWE,WWE Live - WrestleMania Revenge Tour (Raw),Stuttgart,Baden-Württemberg
Apr 12th 2012,WWE,WWE Live - WrestleMania Revenge Tour (Smackdown),Dublin,Leinster
Apr 12th 2012,WWE,WWE Live - WrestleMania Revenge Tour (Raw),Gdansk,Pomeranian Voivodeship
Apr 11th 2012,WWE,WWE Live - WrestleMania Revenge Tour (Raw),Moscow,Central
Apr 10th 2012,WWE,Superstars Taping #2,Hampton,Virginia
Apr 10th 2012,WWE,NXT Redemption Taping #57,Hampton,Virginia
Apr 10th 2012,WWE,Smackdown!,Hampton,Virginia
Apr 9th 2012,WWE,Monday Night Raw,Washington,DC
Apr 9th 2012,WWE,Superstars Taping #1,Washington,DC
Apr 3rd 2012,WWE,Smackdown! Taping,Orlando,Florida
Apr 3rd 2012,WWE,Superstars Taping #2,Orlando,Florida
Apr 3rd 2012,WWE,NXT Redemption Taping #56,Orlando,Florida
